SequenceName,ClusterNumber,type,date
18-00784,74,D8,2018-09-14
18-00779,74,D8,2018-09-12
18-00771,74,D8,2018-09-11
18-00770,74,D8,2018-09-07
18-00755,74,D8,2018-09-06
18-00757,74,D8,2018-09-05
18-00348,74,D8,2018-04-26
18-00231,74,D8,2018-04-03
19-01296,74,D8,2019-12-02
19-01292,74,D8,2019-11-22
19-01295,74,D8,2019-11-27
19-01293,74,D8,2019-11-25
18-00865,74,D8,2018-10-19
18-00803,74,D8,2018-09-25
19-00023,74,D8,2019-01-03
19-00022,74,D8,2019-01-03
18-00047,74,D8,2018-01-19
18-00013,74,D8,2018-01-03
17-01054,75,D8,2017-09-08
17-01029,75,D8,2017-09-04
17-01006,75,D8,2017-08-24
17-00895,75,D8,2017-07-10
17-00749,75,D8,2017-06-05
17-00507,75,D8,2017-04-24
17-00825,75,D8,2017-03-25
17-00361,75,D8,2017-03-12
17-00117,75,D8,2017-02-07
17-00113,75,D8,2017-02-06
17-00111,75,D8,2017-02-03
17-00106,75,D8,2017-02-02
17-00084,75,D8,2017-01-31
17-00369,75,D8,2017-01-30
17-00058,75,D8,2017-01-24
17-00057,75,D8,2017-01-24
16-00683,75,D8,2016-10-20
16-00614,75,D8,2016-09-21
16-00597,75,D8,2016-09-09
16-00591,75,D8,2016-09-07
16-00593,75,D8,2016-09-07
16-00594,75,D8,2016-08-31
16-00380,75,D8,2016-06-18
17-01071,75,D8,2017-09-26
16-00145,75,D8,2016-04-06
16-00202,75,D8,2016-04-16
18-00433,76,D8,2018-05-19
18-00371,76,D8,2018-05-03
18-00299,76,D8,2018-04-25
18-00297,76,D8,2018-04-20
18-00237,76,D8,2018-04-08
18-00187,76,D8,2018-03-20
07-00308,77,D8,2007-05-03
07-00306,77,D8,2007-05-03
15-00967,78,D8,2015-05-07
15-00976,78,D8,2015-05-07
15-00965,78,D8,2015-05-07
15-00966,78,D8,2015-05-07
15-01189,78,D8,2015-05-12
15-01013,78,D8,2015-05-11
15-00981,78,D8,2015-05-08
15-00921,78,D8,2015-04-20
15-00808,78,D8,2015-04-08
15-00773,78,D8,2015-03-26
15-00685,78,D8,2015-03-26
15-01109,78,D8,2015-06-05
15-01097,78,D8,2015-06-03
24-00758,-1,D8,2024-06-01
10-00325,-1,B3,2010-07-16
10-00662,-1,D4,2010-12-01
10-00686,79,D4,2010-12-12
10-00685,79,D4,2010-12-12
10-00680,79,D4,2010-12-10
10-00664,79,D4,2010-12-06
10-00665,79,D4,2010-12-06
10-00661,79,D4,2010-12-01
10-00654,79,D4,2010-12-01
10-00653,79,D4,2010-11-29
10-00570,79,D4,2010-10-28
10-00565,79,D4,2010-10-25
10-00546,79,D4,2010-10-14
10-00336,79,D4,2010-07-16
10-00326,79,D4,2010-07-16
10-00318,79,D4,2010-07-13
10-00309,79,D4,2010-07-08
10-00305,79,D4,2010-07-05
10-00299,79,D4,2010-07-02
10-00285,79,D4,2010-06-25
10-00288,79,D4,2010-06-23
10-00280,79,D4,2010-06-22
10-00276,79,D4,2010-06-21
10-00277,79,D4,2010-06-21
10-00271,79,D4,2010-06-21
10-00265,79,D4,2010-06-17
10-00257,79,D4,2010-06-14
10-00262,79,D4,2010-06-11
10-00248,79,D4,2010-06-11
10-00254,79,D4,2010-06-11
10-00261,79,D4,2010-06-11
10-00251,79,D4,2010-06-11
10-00255,79,D4,2010-06-11
10-00249,79,D4,2010-06-11
10-00252,79,D4,2010-06-10
10-00236,79,D4,2010-06-08
10-00228,79,D4,2010-06-07
10-00214,79,D4,2010-06-01
10-00198,79,D4,2010-05-20
10-00156,79,D4,2010-05-07
10-00162,79,D4,2010-05-07
10-00103,79,D4,2010-04-06
10-00049,79,D4,2010-02-16
10-00039,79,D4,2010-02-15
09-00425,79,D4,2009-09-11
09-00428,79,D4,2009-09-11
09-00426,79,D4,2009-09-11
09-00424,79,D4,2009-09-11
09-00343,79,D4,2009-06-05
09-00345,79,D4,2009-06-05
09-00287,79,D4,2009-05-19
09-00279,79,D4,2009-05-19
09-00280,79,D4,2009-05-19
09-00282,79,D4,2009-05-19
09-00284,79,D4,2009-05-19
09-00286,79,D4,2009-05-19
09-00186,79,D4,2009-04-03
09-00188,79,D4,2009-04-03
09-00185,79,D4,2009-04-03
09-00180,79,D4,2009-04-03
09-00182,79,D4,2009-04-03
09-00189,79,D4,2009-04-03
09-00184,79,D4,2009-04-03
09-00183,79,D4,2009-04-03
09-00173,79,D4,2009-03-30
09-00177,79,D4,2009-03-19
09-00150,79,D4,2009-03-17
09-00153,79,D4,2009-03-17
09-00133,79,D4,2009-03-12
09-00176,79,D4,2009-03-10
09-00137,79,D4,2009-03-05
09-00138,79,D4,2009-03-05
09-00132,79,D4,2009-03-04
09-00129,79,D4,2009-03-03
09-00065,79,D4,2009-02-06
09-00068,79,D4,2009-02-06
09-00066,79,D4,2009-02-06
09-00063,79,D4,2009-02-06
09-00067,79,D4,2009-02-06
09-00046,79,D4,2009-01-29
09-00030,79,D4,2009-01-20
09-00019,79,D4,2009-01-15
09-00128,79,D4,2009-01-01
08-00187,79,D4,2008-04-01
11-00455,-1,D4,2011-05-06
11-00738,80,D4,2011-07-19
11-00722,80,D4,2011-07-11
11-00656,81,D4,2011-06-16
11-00659,81,D4,2011-06-17
11-00650,81,D4,2011-06-15
11-00622,81,D4,2011-06-07
11-00667,81,D4,2011-05-31
11-00570,81,D4,2011-05-27
11-00572,81,D4,2011-05-27
11-00569,81,D4,2011-05-27
11-00571,81,D4,2011-05-27
11-00521,81,D4,2011-05-23
11-00520,81,D4,2011-05-20
11-00518,81,D4,2011-05-20
11-00501,81,D4,2011-05-17
11-00489,81,D4,2011-05-17
11-00487,81,D4,2011-05-17
11-00491,81,D4,2011-05-17
11-00495,81,D4,2011-05-17
11-00488,81,D4,2011-05-17
11-00476,81,D4,2011-05-16
11-00464,81,D4,2011-05-16
11-00486,81,D4,2011-05-16
11-00459,81,D4,2011-05-14
11-00467,81,D4,2011-05-13
11-00473,81,D4,2011-05-13
11-00472,81,D4,2011-05-13
11-00474,81,D4,2011-05-13
11-00466,81,D4,2011-05-13
11-00445,81,D4,2011-05-11
11-00444,81,D4,2011-05-11
11-00443,81,D4,2011-05-10
11-00437,81,D4,2011-05-09
11-00438,81,D4,2011-05-09
11-00383,81,D4,2011-05-02
11-00497,-1,D4,2011-05-17
07-00197,-1,D5,2007-03-14
24-01031,-1,D8,2024-07-30
24-00570,-1,D8,2024-04-23
24-00897,82,D8,2024-06-03
24-00669,82,D8,2024-05-16
24-00684,82,D8,2024-05-14
24-00624,82,D8,2024-05-03
24-00589,82,D8,2024-04-26
24-00792,83,D8,2024-06-14
24-00805,83,D8,2024-06-12
24-00748,83,D8,2024-06-06
24-00718,83,D8,2024-05-29
24-00726,83,D8,2024-05-24
24-00717,83,D8,2024-05-20
24-00660,83,D8,2024-05-17
24-00650,83,D8,2024-05-16
24-00680,83,D8,2024-05-15
24-00678,83,D8,2024-05-15
24-00681,83,D8,2024-05-15
24-00679,83,D8,2024-05-14
24-00676,83,D8,2024-05-12
24-00599,83,D8,2024-05-04
24-00598,83,D8,2024-05-04
24-00597,83,D8,2024-05-02
24-00584,83,D8,2024-05-01
24-00542,83,D8,2024-04-24
24-00511,83,D8,2024-04-19
24-00546,83,D8,2024-04-21
24-00497,83,D8,2024-04-17
24-00461,83,D8,2024-04-12
24-00460,83,D8,2024-04-12
24-00481,83,D8,2024-04-12
24-00641,83,D8,2024-04-11
24-00446,83,D8,2024-04-10
24-00448,83,D8,2024-04-08
24-00451,83,D8,2024-04-08
24-00452,83,D8,2024-04-08
24-00449,83,D8,2024-04-08
24-00432,83,D8,2024-04-05
24-00549,83,D8,2024-04-19
24-00545,83,D8,2024-04-21
24-00938,84,D8,2024-07-12
24-00915,84,D8,2024-07-05
24-00903,84,D8,2024-07-04
24-00875,84,D8,2024-07-01
24-00885,84,D8,2024-06-26
24-00919,84,D8,2024-06-13
24-00806,84,D8,2024-06-12
24-00761,84,D8,2024-06-07
24-00746,84,D8,2024-06-06
24-00747,84,D8,2024-06-06
24-00740,84,D8,2024-06-06
24-00742,84,D8,2024-06-05
24-00688,84,D8,2024-05-24
24-00701,84,D8,2024-05-22
24-00700,84,D8,2024-05-22
24-00695,84,D8,2024-05-22
24-00698,84,D8,2024-05-21
24-00796,84,D8,2024-05-21
24-00706,84,D8,2024-05-21
24-00657,84,D8,2024-05-12
24-00614,84,D8,2024-05-08
24-00633,84,D8,2024-05-08
24-00581,84,D8,2024-04-26
24-00567,84,D8,2024-04-24
24-00520,84,D8,2024-04-18
24-00441,84,D8,2024-04-08
24-00445,84,D8,2024-04-07
24-00435,84,D8,2024-04-07
24-00418,84,D8,2024-04-04
24-00393,84,D8,2024-03-22
24-00394,84,D8,2024-03-21
24-00341,84,D8,2024-03-18
24-00308,84,D8,2024-03-11
24-00319,84,D8,2024-03-11
24-00321,84,D8,2024-03-11
24-00309,84,D8,2024-03-11
24-00334,84,D8,2024-03-07
24-00333,84,D8,2024-03-06
24-00302,84,D8,2024-03-01
24-00270,84,D8,2024-02-29
24-00244,84,D8,2024-02-26
24-00335,84,D8,2024-02-22
24-00240,84,D8,2024-02-21
24-00215,84,D8,2024-02-20
24-00199,84,D8,2024-02-19
24-00195,84,D8,2024-02-19
24-00200,84,D8,2024-02-19
24-00198,84,D8,2024-02-19
24-00196,84,D8,2024-02-19
24-00207,84,D8,2024-02-15
24-00189,84,D8,2024-02-15
24-00177,84,D8,2024-02-14
24-00220,84,D8,2024-02-13
24-00221,84,D8,2024-02-12
24-00222,84,D8,2024-02-12
24-00159,84,D8,2024-02-09
24-00158,84,D8,2024-02-09
24-00175,84,D8,2024-02-08
24-00179,84,D8,2024-02-06
24-00178,84,D8,2024-02-06
24-00120,84,D8,2024-01-31
24-00119,84,D8,2024-01-31
24-00094,84,D8,2024-01-25
24-00090,84,D8,2024-01-22
24-00044,84,D8,2024-01-16
23-00625,84,D8,2023-08-31
18-00264,-1,D8,2018-04-13
07-00310,85,D8,2007-05-07
07-00311,85,D8,2007-05-07
10-00075,86,D8,2010-03-09
10-00073,86,D8,2010-03-09
10-00091,86,D8,2010-03-25
10-00058,86,D8,2010-02-25
10-00033,86,D8,2010-02-15
10-00029,86,D8,2010-02-05
10-00026,86,D8,2010-02-04
10-00022,86,D8,2010-02-02
10-00023,86,D8,2010-02-02
10-00018,86,D8,2010-02-01
10-00017,86,D8,2010-01-29
10-00006,86,D8,2010-01-19
08-00034,86,D8,2008-01-21
07-00412,86,D8,2007-06-18
07-00399,86,D8,2007-06-11
07-00397,86,D8,2007-06-11
07-00390,86,D8,2007-06-06
07-00382,86,D8,2007-06-04
07-00377,86,D8,2007-05-31
07-00376,86,D8,2007-05-31
07-00369,86,D8,2007-05-29
07-00365,86,D8,2007-05-25
07-00362,86,D8,2007-05-22
07-00358,86,D8,2007-05-22
07-00363,86,D8,2007-05-22
07-00360,86,D8,2007-05-22
07-00356,86,D8,2007-05-21
07-00349,86,D8,2007-05-18
07-00352,86,D8,2007-05-16
07-00338,86,D8,2007-05-15
07-00340,86,D8,2007-05-15
07-00344,86,D8,2007-05-14
07-00341,86,D8,2007-05-14
07-00332,86,D8,2007-05-12
07-00333,86,D8,2007-05-11
07-00329,86,D8,2007-05-10
07-00335,86,D8,2007-05-10
07-00324,86,D8,2007-05-09
07-00327,86,D8,2007-05-09
07-00326,86,D8,2007-05-08
07-00320,86,D8,2007-05-07
14-00319,-1,D8,2014-05-16
11-00808,87,D8,2011-08-29
11-00802,87,D8,2011-08-18
13-00820,88,D8,2013-11-04
15-01262,88,D8,2015-07-20
18-00217,88,D8,2018-03-28
13-00317,89,D8,2013-05-21
13-00316,89,D8,2013-05-21
13-00402,89,D8,2013-06-05
13-00486,89,D8,2013-06-27
16-00302,-1,B3,2016-06-01
11-00721,-1,D4,2011-07-08
12-00133,-1,D4,2012-05-07
07-00361,-1,D5,2007-05-22
22-00554,90,D8,2022-11-24
23-00541,90,D8,2023-07-28
24-00455,90,D8,2024-04-06
24-00217,90,D8,2024-02-19
24-00102,90,D8,2024-01-24
15-00632,91,D8,2015-03-20
15-00382,91,D8,2015-02-27
12-00289,92,D8,2012-08-29
13-00089,92,D8,2013-03-21
11-00777,92,D8,2011-08-05
11-00754,92,D8,2011-07-28
11-00755,92,D8,2011-07-28
11-00727,92,D8,2011-07-11
11-00716,92,D8,2011-07-07
11-00714,92,D8,2011-07-06
11-00710,92,D8,2011-07-05
11-00690,92,D8,2011-06-27
11-00661,92,D8,2011-06-21
11-00660,92,D8,2011-06-21
11-00377,92,D8,2011-04-29
11-00145,92,D8,2011-02-22
15-01022,92,D8,2015-05-11
15-01014,92,D8,2015-05-13
13-00016,-1,D8,2013-01-22
11-00635,93,D8,2011-06-13
11-00492,93,D8,2011-05-17
11-00376,93,D8,2011-04-27
13-00152,93,D8,2013-04-19
13-00114,93,D8,2013-04-05
13-00087,93,D8,2013-03-20
11-00691,-1,D8,2011-06-27
13-00896,-1,D8,2013-12-16
11-00297,-1,B3,2011-04-06
11-00717,-1,D4,2011-07-08
11-00745,94,D4,2011-07-28
11-00747,94,D4,2011-07-28
11-00662,94,D4,2011-06-21
11-00655,94,D4,2011-06-17
11-00628,94,D4,2011-06-08
11-00620,94,D4,2011-06-07
11-00599,94,D4,2011-06-01
11-00600,94,D4,2011-06-01
11-00603,94,D4,2011-05-31
11-00648,94,D4,2011-05-31
11-00577,94,D4,2011-05-27
11-00560,94,D4,2011-05-26
11-00541,94,D4,2011-05-24
11-00544,94,D4,2011-05-23
11-00509,94,D4,2011-05-19
11-00505,94,D4,2011-05-18
11-00424,94,D4,2011-05-04
11-00386,94,D4,2011-04-28
11-00347,94,D4,2011-04-21
11-00318,94,D4,2011-04-13
11-00281,94,D4,2011-04-05
11-00270,94,D4,2011-04-04
11-00236,94,D4,2011-03-24
11-00202,94,D4,2011-03-14
11-00199,94,D4,2011-03-14
11-00200,94,D4,2011-03-14
11-00194,94,D4,2011-03-12
11-00169,94,D4,2011-03-07
11-00170,94,D4,2011-03-07
11-00146,94,D4,2011-02-28
11-00116,94,D4,2011-02-22
11-00132,94,D4,2011-02-22
11-00114,94,D4,2011-02-18
11-00085,94,D4,2011-02-11
11-00078,94,D4,2011-02-10
11-00072,94,D4,2011-02-09
11-00075,94,D4,2011-02-09
11-00074,94,D4,2011-02-08
11-00045,94,D4,2011-02-04
11-00040,94,D4,2011-01-31
11-00018,94,D4,2011-01-18
11-00016,94,D4,2011-01-18
11-00013,94,D4,2011-01-17
11-00014,94,D4,2011-01-17
11-00011,94,D4,2011-01-13
11-00007,94,D4,2011-01-11
10-00684,94,D4,2010-12-13
10-00676,94,D4,2010-12-07
10-00673,94,D4,2010-12-07
10-00655,94,D4,2010-12-02
10-00591,94,D4,2010-11-06
10-00575,94,D4,2010-11-03
10-00587,94,D4,2010-11-03
10-00572,94,D4,2010-11-02
10-00559,94,D4,2010-10-21
10-00551,94,D4,2010-10-15
10-00550,94,D4,2010-10-14
10-00545,94,D4,2010-10-12
10-00499,94,D4,2010-10-07
10-00284,94,D4,2010-06-22
09-00356,94,D4,2009-06-10
09-00314,94,D4,2009-05-28
09-00313,94,D4,2009-05-28
09-00310,94,D4,2009-05-28
09-00306,94,D4,2009-05-27
09-00305,94,D4,2009-05-27
09-00328,94,D4,2009-05-26
09-00327,94,D4,2009-05-24
09-00261,94,D4,2009-05-11
09-00260,94,D4,2009-05-11
09-00259,94,D4,2009-05-11
09-00247,94,D4,2009-04-29
09-00220,94,D4,2009-04-17
09-00215,94,D4,2009-04-17
09-00214,94,D4,2009-04-17
09-00216,94,D4,2009-04-16
09-00158,94,D4,2009-03-24
09-00146,94,D4,2009-03-16
09-00143,94,D4,2009-03-12
09-00144,94,D4,2009-03-11
09-00118,94,D4,2009-03-09
09-00110,94,D4,2009-03-04
09-00109,94,D4,2009-03-03
09-00086,94,D4,2009-02-16
09-00074,94,D4,2009-02-04
09-00060,94,D4,2009-02-02
09-00052,94,D4,2009-02-02
09-00055,94,D4,2009-01-30
09-00058,94,D4,2009-01-27
09-00057,94,D4,2009-01-27
08-01010,94,D4,2008-12-19
08-00521,94,D4,2008-05-29
08-00510,94,D4,2008-05-23
08-00462,94,D4,2008-05-15
08-00415,94,D4,2008-05-08
08-00226,94,D4,2008-04-10
07-00681,94,D4,2007-11-02
07-00678,94,D4,2007-10-29
07-00566,94,D4,2007-08-02
07-00577,94,D4,2007-08-07
09-00296,95,D4,2009-05-21
09-00295,95,D4,2009-05-21
09-00294,95,D4,2009-05-21
09-00292,95,D4,2009-05-20
09-00300,95,D4,2009-05-19
09-00299,95,D4,2009-05-19
09-00265,95,D4,2009-05-12
09-00262,95,D4,2009-05-11
09-00263,95,D4,2009-05-11
09-00275,95,D4,2009-05-08
09-00255,95,D4,2009-05-06
09-00257,95,D4,2009-05-06
09-00256,95,D4,2009-05-05
09-00249,95,D4,2009-05-04
09-00250,95,D4,2009-05-04
09-00246,95,D4,2009-04-30
07-00366,-1,D5,2007-05-28
18-00343,-1,D8,2018-04-26
11-00736,-1,D8,2011-07-16
15-00473,-1,D8,2015-03-07
15-00670,-1,D8,2015-03-24
15-00942,96,D8,2015-05-01
15-00904,96,D8,2015-04-28
15-00756,97,D8,2015-04-04
15-00804,97,D8,2015-04-13
15-00662,97,D8,2015-03-24
15-00601,97,D8,2015-03-19
15-00596,97,D8,2015-03-18
15-00457,97,D8,2015-03-06
15-00454,97,D8,2015-03-06
15-00593,97,D8,2015-03-18
15-01070,98,D8,2015-05-25
15-01296,98,D8,2015-08-05
15-01062,98,D8,2015-05-22
15-00983,98,D8,2015-05-08
15-00922,98,D8,2015-05-03
15-00905,98,D8,2015-04-27
15-00885,98,D8,2015-04-22
15-00817,98,D8,2015-04-16
15-00833,98,D8,2015-04-16
15-00819,98,D8,2015-04-14
15-00799,98,D8,2015-04-13
15-00840,98,D8,2015-04-11
15-00785,98,D8,2015-04-09
15-00758,98,D8,2015-04-05
15-00769,98,D8,2015-04-05
15-00744,98,D8,2015-04-02
15-00722,98,D8,2015-04-01
15-00740,98,D8,2015-03-31
15-00735,98,D8,2015-03-29
15-00711,98,D8,2015-03-27
15-00705,98,D8,2015-03-27
15-00678,98,D8,2015-03-26
15-00703,98,D8,2015-03-26
15-00686,98,D8,2015-03-26
15-00647,98,D8,2015-03-23
15-00631,98,D8,2015-03-20
15-00617,98,D8,2015-03-16
15-00616,98,D8,2015-03-14
15-00554,98,D8,2015-03-13
15-00486,98,D8,2015-03-09
15-00470,98,D8,2015-03-08
15-00471,98,D8,2015-03-08
15-00566,98,D8,2015-03-06
15-00567,98,D8,2015-03-06
15-00568,98,D8,2015-03-06
15-00437,98,D8,2015-03-05
15-00565,98,D8,2015-03-04
15-00407,98,D8,2015-03-03
15-00406,98,D8,2015-03-03
15-00405,98,D8,2015-03-03
15-00373,98,D8,2015-02-25
15-00277,98,D8,2015-02-10
15-00210,98,D8,2015-02-01
15-00175,98,D8,2015-01-27
15-00158,98,D8,2015-01-24
15-00126,98,D8,2015-01-21
15-00123,98,D8,2015-01-21
15-00144,98,D8,2015-01-21
15-00113,98,D8,2015-01-20
15-00112,98,D8,2015-01-20
15-00124,98,D8,2015-01-20
15-00042,98,D8,2015-01-07
15-00463,98,D8,2015-03-02
14-00609,98,D8,2014-09-05
14-00610,98,D8,2014-09-05
14-00694,98,D8,2014-10-10
14-00566,98,D8,2014-08-12
14-00539,98,D8,2014-07-29
14-00538,98,D8,2014-07-29
11-00684,-1,B3,2011-06-27
10-00129,-1,D4,2010-04-27
07-00391,-1,D5,2007-06-04
24-01146,99,D8,2024-09-02
24-01149,99,D8,2024-09-02
24-01133,99,D8,2024-09-02
24-01163,99,D8,2024-09-05
24-01140,99,D8,2024-08-30
24-01135,99,D8,2024-08-30
24-01139,99,D8,2024-08-30
24-01136,99,D8,2024-08-30
24-01118,99,D8,2024-08-28
24-01119,99,D8,2024-08-28
24-01111,99,D8,2024-08-27
24-01110,99,D8,2024-08-27
24-01120,99,D8,2024-08-27
24-01104,99,D8,2024-08-27
24-01124,99,D8,2024-08-27
24-01112,99,D8,2024-08-27
24-01150,99,D8,2024-08-27
24-01113,99,D8,2024-08-27
24-01116,99,D8,2024-08-27
24-01114,99,D8,2024-08-27
24-01151,99,D8,2024-08-27
24-01117,99,D8,2024-08-27
24-01098,99,D8,2024-08-23
24-01082,99,D8,2024-08-21
24-01089,99,D8,2024-08-21
24-01093,99,D8,2024-08-20
24-01091,99,D8,2024-08-14
24-01060,99,D8,2024-08-09
24-01052,99,D8,2024-08-09
24-01065,99,D8,2024-07-31
24-01062,99,D8,2024-07-31
24-01030,99,D8,2024-07-31
24-01034,99,D8,2024-07-31
24-01063,99,D8,2024-07-31
24-01066,99,D8,2024-07-31
24-00994,99,D8,2024-07-23
24-00945,99,D8,2024-07-18
24-00948,99,D8,2024-07-18
24-00950,99,D8,2024-07-18
24-00943,99,D8,2024-07-18
24-00952,99,D8,2024-07-18
24-00946,99,D8,2024-07-18
24-00953,99,D8,2024-07-17
24-00965,99,D8,2024-07-17
24-00961,99,D8,2024-07-15
24-00878,99,D8,2024-07-02
24-00876,99,D8,2024-07-01
24-00888,99,D8,2024-06-30
24-00886,99,D8,2024-06-30
24-00887,99,D8,2024-06-30
24-00714,99,D8,2024-05-24
24-00705,99,D8,2024-05-14
24-00098,99,D8,2024-01-25
24-00070,99,D8,2024-01-18
24-00072,99,D8,2024-01-18
24-00073,99,D8,2024-01-18
24-00069,99,D8,2024-01-18
24-01130,99,D8,2024-08-28
24-01142,99,D8,2024-08-26
24-00849,99,D8,2024-06-22
24-00811,99,D8,2024-06-14
24-00759,99,D8,2024-06-04
24-00696,99,D8,2024-05-22
24-00677,99,D8,2024-05-14
24-00631,99,D8,2024-05-13
24-00630,99,D8,2024-05-08
24-00586,99,D8,2024-04-30
24-00577,99,D8,2024-04-28
24-00580,99,D8,2024-04-23
24-00403,99,D8,2024-03-28
24-00227,99,D8,2024-02-20
24-00172,99,D8,2024-02-13
24-00080,99,D8,2024-01-18
24-00148,99,D8,2023-12-31
23-00885,99,D8,2023-12-13
23-00768,99,D8,2023-10-30
23-00506,99,D8,2023-07-11
24-01081,99,D8,2024-08-21
24-01078,99,D8,2024-08-21
24-01088,99,D8,2024-08-21
24-01086,99,D8,2024-08-21
18-00739,100,D8,2018-08-23
18-00754,100,D8,2018-09-03
18-00737,100,D8,2018-08-20
18-00713,100,D8,2018-08-10
18-00735,100,D8,2018-08-09
18-00734,100,D8,2018-08-08
18-00697,100,D8,2018-08-02
18-00699,100,D8,2018-08-01
18-00706,100,D8,2018-07-31
18-00705,100,D8,2018-07-31
18-00692,100,D8,2018-07-30
18-00703,100,D8,2018-07-26
18-00686,100,D8,2018-07-25
19-00565,100,D8,2019-04-25
19-00532,100,D8,2019-04-18
19-00477,100,D8,2019-04-08
19-00408,100,D8,2019-03-28
19-00125,100,D8,2019-02-13
19-00094,100,D8,2019-01-30
19-00086,100,D8,2019-01-22
19-00061,100,D8,2019-01-21
19-00677,100,D8,2019-05-21
19-00402,100,D8,2019-03-29
19-00971,100,D8,2019-08-07
19-00257,100,D8,2019-03-11
15-01264,101,D8,2015-07-22
14-00297,101,D8,2014-05-09
15-01179,101,D8,2015-06-26
15-00790,101,D8,2015-04-09
15-00031,101,D8,2015-01-03
14-00586,101,D8,2014-08-21
15-01420,102,D8,2015-10-08
15-01313,102,D8,2015-08-24
15-01312,102,D8,2015-08-20
15-01302,102,D8,2015-08-12
15-01281,102,D8,2015-07-27
15-01261,102,D8,2015-07-20
15-01259,102,D8,2015-07-16
15-01257,102,D8,2015-07-13
15-01258,102,D8,2015-07-13
15-01212,102,D8,2015-07-06
15-01201,102,D8,2015-07-05
15-01205,102,D8,2015-07-03
15-01200,102,D8,2015-07-03
15-01199,102,D8,2015-07-03
15-01195,102,D8,2015-07-03
15-01185,102,D8,2015-06-29
15-01178,102,D8,2015-06-25
15-01167,102,D8,2015-06-23
15-01166,102,D8,2015-06-19
15-01146,102,D8,2015-06-14
15-01138,102,D8,2015-06-12
15-01095,102,D8,2015-06-03
15-01106,102,D8,2015-06-03
15-01091,102,D8,2015-06-02
15-01100,102,D8,2015-06-02
15-01075,102,D8,2015-06-01
15-01088,102,D8,2015-06-01
15-01082,102,D8,2015-05-31
15-01081,102,D8,2015-05-31
15-01085,102,D8,2015-05-30
15-01083,102,D8,2015-05-30
15-01067,102,D8,2015-05-27
15-01072,102,D8,2015-05-25
15-01052,102,D8,2015-05-21
15-01049,102,D8,2015-05-21
15-01050,102,D8,2015-05-21
15-01056,102,D8,2015-05-20
15-01047,102,D8,2015-05-20
15-01033,102,D8,2015-05-18
15-01023,102,D8,2015-05-18
15-01016,102,D8,2015-05-17
15-01042,102,D8,2015-05-16
15-01025,102,D8,2015-05-15
15-01024,102,D8,2015-05-14
15-01015,102,D8,2015-05-14
15-01044,102,D8,2015-05-13
15-01043,102,D8,2015-05-13
15-01020,102,D8,2015-05-12
15-01021,102,D8,2015-05-12
15-00979,102,D8,2015-05-11
15-01009,102,D8,2015-05-11
15-00978,102,D8,2015-05-08
15-00964,102,D8,2015-05-07
15-00945,102,D8,2015-05-05
15-00926,102,D8,2015-05-02
15-00928,102,D8,2015-05-01
15-00959,102,D8,2015-04-30
15-00950,102,D8,2015-04-29
15-00914,102,D8,2015-04-29
15-00916,102,D8,2015-04-29
15-00907,102,D8,2015-04-28
15-00902,102,D8,2015-04-27
15-00944,102,D8,2015-04-26
15-00900,102,D8,2015-04-25
15-00880,102,D8,2015-04-24
15-00884,102,D8,2015-04-23
15-00859,102,D8,2015-04-22
15-00873,102,D8,2015-04-22
15-00887,102,D8,2015-04-22
15-00875,102,D8,2015-04-22
15-00886,102,D8,2015-04-22
15-00863,102,D8,2015-04-22
15-00870,102,D8,2015-04-21
15-00847,102,D8,2015-04-20
15-00852,102,D8,2015-04-19
15-00853,102,D8,2015-04-19
15-00851,102,D8,2015-04-19
15-00844,102,D8,2015-04-19
15-00846,102,D8,2015-04-18
15-00854,102,D8,2015-04-17
15-00838,102,D8,2015-04-17
15-00848,102,D8,2015-04-17
15-00831,102,D8,2015-04-16
15-00837,102,D8,2015-04-16
15-00832,102,D8,2015-04-16
15-00825,102,D8,2015-04-15
15-00917,102,D8,2015-04-15
15-00812,102,D8,2015-04-15
15-00811,102,D8,2015-04-15
15-00813,102,D8,2015-04-15
15-00829,102,D8,2015-04-15
15-00795,102,D8,2015-04-13
15-00815,102,D8,2015-04-13
15-00814,102,D8,2015-04-12
15-00800,102,D8,2015-04-11
15-00797,102,D8,2015-04-11
15-00787,102,D8,2015-04-10
15-00788,102,D8,2015-04-10
15-00783,102,D8,2015-04-09
15-00796,102,D8,2015-04-09
15-00782,102,D8,2015-04-09
15-00777,102,D8,2015-04-08
15-00768,102,D8,2015-04-07
15-00765,102,D8,2015-04-07
15-00779,102,D8,2015-04-06
15-00739,102,D8,2015-04-06
15-00742,102,D8,2015-04-06
15-00752,102,D8,2015-04-05
15-00737,102,D8,2015-04-05
15-00755,102,D8,2015-04-04
15-00772,102,D8,2015-04-03
15-00749,102,D8,2015-04-03
15-00770,102,D8,2015-04-03
15-00753,102,D8,2015-04-03
15-00731,102,D8,2015-04-02
15-00751,102,D8,2015-04-02
15-00721,102,D8,2015-04-02
15-00757,102,D8,2015-04-02
15-00760,102,D8,2015-04-01
15-00723,102,D8,2015-04-01
15-00734,102,D8,2015-04-01
15-00743,102,D8,2015-03-31
15-00718,102,D8,2015-03-30
15-00704,102,D8,2015-03-30
15-00709,102,D8,2015-03-28
15-00682,102,D8,2015-03-27
15-00710,102,D8,2015-03-27
15-00694,102,D8,2015-03-26
15-00673,102,D8,2015-03-26
