SequenceName	type	date
15-00095	D8	2015-01-17
15-00096	D8	2015-01-19
15-00097	D8	2015-01-19
15-00098	D8	2015-01-17
15-00103	D8	2015-01-18
15-00105	D8	2015-01-19
15-00107	D8	2015-01-14
15-00109	D8	2015-01-19
15-00110	D8	2015-01-19
15-00111	D8	2015-01-20
15-00112	D8	2015-01-20
15-00113	D8	2015-01-20
15-00116	D8	2015-01-19
15-00117	D8	2015-01-19
15-00118	D8	2015-01-19
15-00119	D8	2015-01-19
15-00123	D8	2015-01-21
15-00124	D8	2015-01-20
15-00126	D8	2015-01-21
15-00127	D8	2015-01-21
15-00128	D8	2015-01-21
15-00136	D8	2015-01-21
15-00137	D8	2015-01-21
15-00139	D8	2015-01-21
15-00140	D8	2015-01-21
15-00141	D8	2015-01-20
15-00144	D8	2015-01-21
15-00145	D8	2015-01-23
15-00146	D8	2015-01-23
15-00147	D8	2015-01-22
15-00151	D8	2015-01-23
15-00152	D8	2015-01-23
15-00153	D8	2015-01-22
15-00155	D8	2015-01-23
15-00157	D8	2015-01-23
15-00158	D8	2015-01-24
15-00160	D8	2015-01-23
15-00168	D8	2015-01-26
15-00169	D8	2015-01-26
15-00170	D8	2015-01-05
15-00174	D8	2015-01-27
15-00175	D8	2015-01-27
15-00176	D8	2015-01-28
15-00177	D8	2015-01-25
15-00182	D8	2015-01-28
15-00183	D8	2015-01-29
15-00185	D8	2015-01-28
15-00191	D8	2015-01-31
15-00192	D8	2015-01-30
15-00193	D8	2015-01-27
15-00194	D8	2015-02-02
15-00195	D8	2015-02-02
15-00197	D8	2015-02-01
15-00198	D8	2015-02-02
15-00199	D8	2015-02-01
15-00200	D8	2015-02-02
15-00202	D8	2015-02-02
15-00203	D8	2015-02-02
15-00204	D8	2015-02-02
15-00205	D8	2015-02-03
15-00206	D8	2015-02-02
15-00210	D8	2015-02-01
15-00211	D8	2015-02-02
15-00212	D8	2015-02-02
15-00216	D8	2015-02-03
15-00217	D8	2015-02-04
15-00219	D8	2015-02-03
15-00220	D8	2015-02-04
15-00221	D8	2015-02-04
15-00222	D8	2015-02-04
15-00223	D8	2015-02-04
15-00224	D8	2015-02-02
15-00227	D8	2015-01-20
15-00228	D8	2015-01-20
15-00237	D8	2015-02-06
15-00238	D8	2015-02-06
15-00240	D8	2015-02-06
15-00241	D8	2015-02-09
15-00243	D8	2015-02-05
15-00245	D8	2015-02-06
15-00246	D8	2015-02-10
15-00253	D8	2015-02-09
15-00254	D8	2015-02-10
15-00255	D8	2015-02-10
15-00258	D8	2015-02-09
15-00259	D8	2015-02-11
15-00264	D8	2015-01-31
15-00265	D8	2015-02-11
15-00266	D8	2015-02-11
15-00267	D8	2015-02-11
15-00272	D8	2015-02-11
15-00274	D8	2015-02-12
15-00276	D8	2015-02-11
15-00277	D8	2015-02-10
15-00283	D8	2015-02-06
15-00284	D8	2015-02-09
15-00285	D8	2015-02-10
15-00286	D8	2015-02-13
15-00288	D8	2015-02-13
15-00289	D8	2015-02-16
15-00293	D8	2015-02-16
15-00294	D8	2015-02-17
15-00296	D8	2015-02-17
15-00297	D8	2015-02-16
15-00307	D8	2015-02-18
15-00311	D8	2015-02-17
15-00319	D8	2015-02-18
15-00323	D8	2015-02-17
15-00325	D8	2015-02-20
15-00326	D8	2015-02-20
15-00330	D8	2015-02-23
15-00334	D8	2015-02-23
15-00336	D8	2015-02-22
15-00343	D8	2015-02-23
15-00344	D8	2015-02-24
15-00345	D8	2015-02-19
15-00357	D8	2015-02-23
15-00359	D8	2015-02-25
15-00361	D8	2015-02-26
15-00363	D8	2015-02-26
15-00364	D8	2015-02-26
15-00372	D8	2015-02-27
15-00373	D8	2015-02-25
15-00382	D8	2015-02-27
15-00393	D8	2015-03-03
15-00395	D8	2015-03-01
15-00400	D8	2015-02-28
15-00403	D8	2015-03-03
15-00405	D8	2015-03-03
15-00406	D8	2015-03-03
15-00407	D8	2015-03-03
15-00412	D8	2015-03-04
15-00414	D8	2015-03-03
15-00424	D8	2015-02-24
15-00425	D8	2015-02-27
15-00426	D8	2015-03-05
15-00427	D8	2015-03-03
15-00428	D8	2015-03-05
15-00431	D8	2015-03-05
15-00432	D8	2015-03-03
15-00437	D8	2015-03-05
15-00439	D8	2015-03-04
15-00450	D8	2015-03-04
15-00454	D8	2015-03-06
15-00457	D8	2015-03-06
15-00460	D8	2015-03-06
15-00463	D8	2015-03-02
15-00465	D8	2015-03-05
15-00470	D8	2015-03-08
15-00471	D8	2015-03-08
15-00472	D8	2015-03-06
15-00473	D8	2015-03-07
15-00486	D8	2015-03-09
15-00487	D8	2015-03-06
15-00496	D8	2015-03-07
15-00497	D8	2015-03-06
15-00499	D8	2015-03-05
15-00500	D8	2015-03-07
15-00502	D8	2015-03-10
15-00504	D8	2015-03-04
15-00512	D8	2015-03-09
15-00513	D8	2015-03-11
15-00514	D8	2015-03-09
15-00517	D8	2015-03-11
15-00527	D8	2015-03-09
15-00530	D8	2015-03-10
15-00531	D8	2015-03-09
15-00533	D8	2015-03-12
15-00536	D8	2015-03-06
15-00546	D8	2015-03-12
15-00548	D8	2015-03-12
15-00549	D8	2015-03-11
15-00554	D8	2015-03-13
15-00558	D8	2015-03-12
15-00561	D8	2015-03-16
15-00565	D8	2015-03-04
15-00566	D8	2015-03-06
15-00567	D8	2015-03-06
15-00568	D8	2015-03-06
15-00573	D8	2015-03-14
15-00583	D8	2015-03-16
15-00584	D8	2015-03-18
15-00589	D8	2015-03-19
15-00593	D8	2015-03-18
15-00594	D8	2015-03-16
15-00596	D8	2015-03-18
15-00597	D8	2015-03-18
15-00601	D8	2015-03-19
15-00606	D8	2015-03-19
15-00611	D8	2015-03-18
15-00613	D8	2015-03-19
15-00616	D8	2015-03-14
15-00617	D8	2015-03-16
15-00619	D8	2015-02-13
15-00620	D8	2015-02-17
15-00621	D8	2015-02-19
15-00622	D8	2015-02-20
15-00624	D8	2015-02-25
15-00625	D8	2015-02-26
15-00626	D8	2015-03-09
15-00627	D8	2015-03-12
15-00629	D8	2015-03-16
15-00630	D8	2015-03-20
15-00631	D8	2015-03-20
15-00632	D8	2015-03-20
15-00633	D8	2015-03-20
15-00639	D8	2015-03-22
15-00642	D8	2015-03-23
15-00643	D8	2015-03-20
15-00646	D8	2015-03-22
15-00647	D8	2015-03-23
15-00649	D8	2015-03-16
15-00650	D8	2015-03-24
15-00652	D8	2015-03-25
15-00660	D8	2015-03-25
15-00662	D8	2015-03-24
15-00664	D8	2015-03-24
15-00667	D8	2015-03-19
15-00668	D8	2015-03-19
15-00670	D8	2015-03-24
15-00671	D8	2015-03-23
15-00673	D8	2015-03-26
15-00676	D8	2015-03-21
15-00678	D8	2015-03-26
15-00679	D8	2015-03-25
15-00682	D8	2015-03-27
15-00685	D8	2015-03-26
15-00686	D8	2015-03-26
15-00694	D8	2015-03-26
15-00703	D8	2015-03-26
15-00704	D8	2015-03-30
15-00705	D8	2015-03-27
15-00709	D8	2015-03-28
15-00710	D8	2015-03-27
15-00711	D8	2015-03-27
15-00712	D8	2015-03-13
15-00716	D8	2015-03-24
15-00718	D8	2015-03-30
15-00721	D8	2015-04-02
15-00722	D8	2015-04-01
15-00723	D8	2015-04-01
15-00728	D8	2015-03-25
15-00729	D8	2015-03-25
15-00731	D8	2015-04-02
15-00733	D8	2015-03-25
15-00734	D8	2015-04-01
15-00735	D8	2015-03-29
15-00737	D8	2015-04-05
15-00739	D8	2015-04-06
15-00740	D8	2015-03-31
15-00742	D8	2015-04-06
15-00743	D8	2015-03-31
15-00744	D8	2015-04-02
15-00749	D8	2015-04-03
15-00751	D8	2015-04-02
15-00752	D8	2015-04-05
15-00753	D8	2015-04-03
15-00755	D8	2015-04-04
15-00756	D8	2015-04-04
15-00757	D8	2015-04-02
15-00758	D8	2015-04-05
15-00760	D8	2015-04-01
15-00765	D8	2015-04-07
15-00768	D8	2015-04-07
15-00769	D8	2015-04-05
15-00770	D8	2015-04-03
15-00772	D8	2015-04-03
15-00773	D8	2015-03-26
15-00777	D8	2015-04-08
15-00779	D8	2015-04-06
15-00782	D8	2015-04-09
15-00783	D8	2015-04-09
15-00785	D8	2015-04-09
15-00787	D8	2015-04-10
15-00788	D8	2015-04-10
15-00790	D8	2015-04-09
15-00795	D8	2015-04-13
15-00796	D8	2015-04-09
15-00797	D8	2015-04-11
15-00799	D8	2015-04-13
15-00800	D8	2015-04-11
15-00804	D8	2015-04-13
15-00808	D8	2015-04-08
15-00811	D8	2015-04-15
15-00812	D8	2015-04-15
15-00813	D8	2015-04-15
15-00814	D8	2015-04-12
15-00815	D8	2015-04-13
15-00817	D8	2015-04-16
15-00819	D8	2015-04-14
15-00825	D8	2015-04-15
15-00829	D8	2015-04-15
15-00831	D8	2015-04-16
15-00832	D8	2015-04-16
15-00833	D8	2015-04-16
15-00837	D8	2015-04-16
15-00838	D8	2015-04-17
15-00840	D8	2015-04-11
15-00844	D8	2015-04-19
15-00846	D8	2015-04-18
15-00847	D8	2015-04-20
15-00848	D8	2015-04-17
15-00851	D8	2015-04-19
15-00852	D8	2015-04-19
15-00853	D8	2015-04-19
15-00854	D8	2015-04-17
15-00859	D8	2015-04-22
15-00863	D8	2015-04-22
15-00870	D8	2015-04-21
15-00873	D8	2015-04-22
15-00875	D8	2015-04-22
15-00880	D8	2015-04-24
15-00884	D8	2015-04-23
15-00885	D8	2015-04-22
15-00886	D8	2015-04-22
15-00887	D8	2015-04-22
15-00900	D8	2015-04-25
15-00902	D8	2015-04-27
15-00904	D8	2015-04-28
15-00905	D8	2015-04-27
15-00907	D8	2015-04-28
15-00914	D8	2015-04-29
15-00916	D8	2015-04-29
15-00917	D8	2015-04-15
15-00921	D8	2015-04-20
15-00922	D8	2015-05-03
15-00926	D8	2015-05-02
15-00928	D8	2015-05-01
15-00942	D8	2015-05-01
15-00944	D8	2015-04-26
15-00945	D8	2015-05-05
15-00950	D8	2015-04-29
15-00956	B3	2015-05-06
15-00959	D8	2015-04-30
15-00964	D8	2015-05-07
15-00965	D8	2015-05-07
15-00966	D8	2015-05-07
15-00967	D8	2015-05-07
15-00976	D8	2015-05-07
15-00978	D8	2015-05-08
15-00979	D8	2015-05-11
15-00981	D8	2015-05-08
15-00983	D8	2015-05-08
15-01009	D8	2015-05-11
15-01013	D8	2015-05-11
15-01014	D8	2015-05-13
15-01015	D8	2015-05-14
15-01016	D8	2015-05-17
15-01020	D8	2015-05-12
15-01021	D8	2015-05-12
15-01022	D8	2015-05-11
15-01023	D8	2015-05-18
15-01024	D8	2015-05-14
15-01025	D8	2015-05-15
15-01033	D8	2015-05-18
15-01042	D8	2015-05-16
15-01043	D8	2015-05-13
15-01044	D8	2015-05-13
15-01047	D8	2015-05-20
15-01049	D8	2015-05-21
15-01050	D8	2015-05-21
15-01051	D8	2015-05-19
15-01052	D8	2015-05-21
15-01053	B3	2015-05-21
15-01056	D8	2015-05-20
15-01062	D8	2015-05-22
15-01067	D8	2015-05-27
15-01070	D8	2015-05-25
15-01072	D8	2015-05-25
15-01075	D8	2015-06-01
15-01081	D8	2015-05-31
15-01082	D8	2015-05-31
15-01083	D8	2015-05-30
15-01084	D8	2015-05-29
15-01085	D8	2015-05-30
15-01088	D8	2015-06-01
15-01091	D8	2015-06-02
15-01095	D8	2015-06-03
15-01097	D8	2015-06-03
15-01100	D8	2015-06-02
15-01106	D8	2015-06-03
15-01109	D8	2015-06-05
15-01138	D8	2015-06-12
15-01146	D8	2015-06-14
15-01166	D8	2015-06-19
15-01167	D8	2015-06-23
15-01178	D8	2015-06-25
15-01179	D8	2015-06-26
15-01185	D8	2015-06-29
15-01189	D8	2015-05-12
15-01195	D8	2015-07-03
15-01199	D8	2015-07-03
15-01200	D8	2015-07-03
15-01201	D8	2015-07-05
15-01204	D8	2015-07-02
15-01205	D8	2015-07-03
15-01207	D8	2015-06-30
15-01209	B3	2015-07-08
15-01212	D8	2015-07-06
15-01217	B3	2015-07-13
15-01247	D8	2015-07-10
15-01251	B3	2015-07-14
15-01255	B3	2015-07-15
15-01257	D8	2015-07-13
15-01258	D8	2015-07-13
15-01259	D8	2015-07-16
15-01261	D8	2015-07-20
15-01262	D8	2015-07-20
15-01264	D8	2015-07-22
15-01265	B3	2015-07-21
15-01266	B3	2015-07-21
15-01275	B3	2015-07-26
15-01281	D8	2015-07-27
15-01282	B3	2015-07-27
15-01283	B3	2015-07-28
15-01284	B3	2015-07-28
15-01296	D8	2015-08-05
15-01297	B3	2015-08-05
15-01302	D8	2015-08-12
15-01303	B3	2015-08-14
15-01312	D8	2015-08-20
15-01313	D8	2015-08-24
15-01321	B3	2015-08-31
15-01352	H1	2015-09-08
15-01353	H1	2015-09-10
15-01381	B3	2015-09-25
15-01420	D8	2015-10-08
15-01422	B3	2015-10-08
15-01423	B3	2015-10-08
15-01429	B3	2015-10-19
15-01430	B3	2015-10-19
15-01434	D8	2015-06-12
16-00012	H1	2016-01-10
16-00023	D8	2016-01-20
16-00037	D8	2016-01-27
16-00045	D8	2016-02-06
16-00046	D8	2016-02-06
16-00111	D8	2016-03-11
16-00112	D8	2016-03-11
16-00113	D8	2016-03-11
16-00120	D8	2016-03-04
16-00126	B3	2016-03-17
16-00132	D8	2016-03-23
16-00145	D8	2016-04-06
16-00151	B3	2016-04-12
16-00154	B3	2016-04-14
16-00197	B3	2016-04-25
16-00198	B3	2016-04-26
16-00202	D8	2016-04-16
16-00211	B3	2016-04-26
16-00213	B3	2016-04-27
16-00215	B3	2016-04-26
16-00219	B3	2016-04-29
16-00221	B3	2016-04-29
16-00229	B3	2016-05-02
16-00235	B3	2016-05-03
16-00237	B3	2016-05-06
16-00239	B3	2016-05-09
16-00240	B3	2016-05-04
16-00241	B3	2016-05-09
16-00244	B3	2016-05-10
16-00252	B3	2016-05-13
16-00253	B3	2016-05-13
16-00254	B3	2016-05-12
16-00261	B3	2016-05-14
16-00265	B3	2016-05-19
16-00270	D8	2016-05-17
16-00276	D8	2016-05-23
16-00277	D8	2016-05-22
16-00278	D8	2016-05-22
16-00279	B3	2016-05-23
16-00284	B3	2016-05-25
16-00285	B3	2016-05-27
16-00287	B3	2016-05-30
16-00288	B3	2016-05-31
16-00292	D8	2016-06-02
16-00298	B3	2016-06-02
16-00299	B3	2016-06-01
16-00301	B3	2016-06-01
16-00302	B3	2016-06-01
16-00305	D8	2016-06-02
16-00309	D8	2016-05-31
16-00310	B3	2016-06-01
16-00311	D8	2016-06-02
16-00312	D8	2016-05-30
16-00313	D8	2016-06-02
16-00317	D8	2016-06-02
16-00318	B3	2016-06-07
16-00322	B3	2016-06-08
16-00348	B3	2016-06-09
16-00349	D8	2016-06-03
16-00354	D8	2016-06-02
16-00371	D8	2016-06-16
16-00375	D8	2016-06-15
16-00380	D8	2016-06-18
16-00381	D8	2016-06-18
16-00382	D8	2016-06-17
16-00383	D8	2016-06-17
16-00390	D8	2016-06-13
16-00391	D8	2016-06-14
16-00392	D8	2016-06-16
16-00393	D8	2016-06-22
16-00402	D8	2016-06-17
16-00403	D8	2016-06-17
16-00407	D8	2016-06-26
16-00409	D8	2016-06-26
16-00413	D8	2016-06-17
16-00418	D8	2016-06-27
16-00420	D8	2016-06-28
16-00421	D8	2016-06-27
16-00428	D8	2016-07-02
16-00429	D8	2016-06-22
16-00436	D8	2016-07-05
16-00440	D8	2016-07-06
16-00444	D8	2016-07-08
16-00462	B3	2016-07-14
16-00467	D8	2016-07-20
16-00478	D8	2016-07-22
16-00479	D8	2016-07-23
16-00481	D8	2016-07-23
16-00495	D8	2016-07-27
16-00500	D8	2016-07-27
16-00508	D8	2016-08-01
16-00509	D8	2016-08-01
16-00510	D8	2016-07-27
16-00516	D8	2016-07-29
16-00517	D8	2016-07-29
16-00519	D8	2016-08-03
16-00522	D8	2016-08-03
16-00524	D8	2016-08-05
16-00528	D8	2016-08-08
16-00544	D8	2016-08-10
16-00560	D8	2016-08-16
16-00561	D8	2016-08-08
16-00564	D8	2016-08-17
16-00566	D8	2016-08-17
16-00567	D8	2016-08-17
16-00572	B3	2016-08-24
16-00574	D8	2016-08-28
16-00584	D8	2016-08-31
16-00591	D8	2016-09-07
16-00593	D8	2016-09-07
16-00594	D8	2016-08-31
16-00597	D8	2016-09-09
16-00613	D8	2016-09-16
16-00614	D8	2016-09-21
16-00616	H1	2016-09-21
16-00643	H1	2016-10-07
16-00646	D8	2016-10-09
16-00648	B3	2016-10-11
16-00655	D8	2016-09-27
16-00683	D8	2016-10-20
16-00685	B3	2016-10-25
16-00701	B3	2016-11-04
16-00707	B3	2016-11-07
16-00714	B3	2016-11-01
16-00757	B3	2016-11-17
16-00758	B3	2016-11-16
16-00759	D8	2016-11-17
16-00764	B3	2016-11-18
16-00774	B3	2016-11-20
16-00775	B3	2016-11-21
16-00776	D8	2016-11-18
16-00786	B3	2016-11-25
16-00787	B3	2016-11-26
16-00789	D8	2016-11-25
16-00792	B3	2016-11-29
16-00793	B3	2016-11-25
16-00795	B3	2016-11-28
16-00796	B3	2016-11-28
16-00809	B3	2016-12-30
16-00814	B3	2016-12-01
16-00815	B3	2016-12-01
16-00850	D8	2016-12-06
16-00851	B3	2016-12-16
16-00859	D8	2016-12-27
16-00860	B3	2016-12-23
17-00010	D8	2017-01-06
17-00012	D8	2017-01-06
17-00020	B3	2017-01-06
17-00022	B3	2017-01-09
17-00027	D8	2017-01-15
17-00040	B3	2017-01-16
17-00041	B3	2017-01-17
17-00042	B3	2017-01-13
17-00046	B3	2017-01-19
17-00050	B3	2017-01-13
17-00051	B3	2017-01-16
17-00052	B3	2017-01-17
17-00053	D8	2017-01-23
17-00056	D8	2017-01-24
17-00057	D8	2017-01-24
17-00058	D8	2017-01-24
17-00059	B3	2017-01-20
17-00060	B3	2017-01-20
17-00067	B3	2017-01-22
17-00078	B3	2017-01-25
17-00079	B3	2017-01-17
17-00083	D8	2017-01-30
17-00084	D8	2017-01-31
17-00088	D8	2017-01-31
17-00089	B3	2017-01-24
17-00090	B3	2017-01-26
17-00092	D8	2017-02-02
17-00094	D8	2017-02-03
17-00097	D8	2017-02-01
17-00103	D8	2017-02-03
17-00104	B3	2017-02-03
17-00105	D8	2017-02-01
17-00106	D8	2017-02-02
17-00107	D8	2017-02-02
17-00108	B3	2017-02-01
17-00109	D8	2017-02-01
17-00111	D8	2017-02-03
17-00113	D8	2017-02-06
17-00115	D8	2017-02-02
17-00117	D8	2017-02-07
17-00128	B3	2017-02-10
17-00129	B3	2017-02-09
17-00131	B3	2017-02-09
17-00149	B3	2017-01-27
17-00150	B3	2017-02-01
17-00151	B3	2017-02-02
17-00155	D8	2017-02-14
17-00157	D8	2017-02-15
17-00158	D8	2017-02-15
17-00160	B3	2017-02-08
17-00162	D8	2017-02-13
17-00163	D8	2017-02-14
17-00164	D8	2017-02-16
17-00165	B3	2017-02-17
17-00177	D8	2017-02-16
17-00179	D8	2017-02-17
17-00180	D8	2017-02-20
17-00184	D8	2017-02-20
17-00187	D8	2017-02-18
17-00188	D8	2017-02-20
17-00189	D8	2017-02-18
17-00191	D8	2017-02-22
17-00192	B3	2017-02-13
17-00200	D8	2017-02-15
17-00203	B3	2017-02-15
17-00216	D8	2017-02-21
17-00219	B3	2017-02-23
17-00221	B3	2017-02-23
17-00222	B3	2017-02-24
17-00230	D8	2017-02-27
17-00231	B3	2017-02-27
17-00238	D8	2017-02-27
17-00247	D8	2017-02-28
17-00254	D8	2017-02-28
17-00256	B3	2017-03-01
17-00257	B3	2017-03-01
17-00260	B3	2017-02-23
17-00263	B3	2017-03-01
17-00265	D8	2017-03-01
17-00266	D8	2017-03-07
17-00267	D8	2017-03-06
17-00269	D8	2017-03-03
17-00271	B3	2017-03-06
17-00274	B3	2017-03-06
17-00276	B3	2017-03-06
17-00277	B3	2017-03-06
17-00278	B3	2017-03-06
17-00281	B3	2017-03-07
17-00284	B3	2017-03-09
17-00287	B3	2017-03-08
17-00288	B3	2017-03-08
17-00292	D8	2017-03-08
17-00295	B3	2017-03-06
17-00297	B3	2017-03-05
17-00309	B3	2017-02-24
17-00310	B3	2017-02-26
17-00314	D8	2017-03-09
17-00321	D8	2017-03-13
17-00322	D8	2017-03-14
17-00327	D8	2017-03-14
17-00330	B3	2017-03-14
17-00332	D8	2017-03-14
17-00333	B3	2017-02-16
17-00334	B3	2017-03-14
17-00335	D8	2017-03-14
17-00336	B3	2017-03-14
17-00337	B3	2017-03-14
17-00344	B3	2017-03-14
17-00354	D8	2017-03-17
17-00355	D8	2017-03-20
17-00360	B3	2017-03-19
17-00361	D8	2017-03-12
17-00362	B3	2017-03-09
17-00364	B3	2017-03-17
17-00365	B3	2017-03-15
17-00366	B3	2017-03-15
17-00367	B3	2017-02-11
17-00368	B3	2017-03-09
17-00369	D8	2017-01-30
17-00371	D8	2017-03-21
17-00374	B3	2017-03-20
17-00375	B3	2017-03-22
17-00382	D8	2017-03-22
17-00391	D8	2017-03-22
17-00403	B3	2017-03-27
17-00404	B3	2017-03-27
17-00405	D8	2017-03-27
17-00411	D8	2017-03-27
17-00416	B3	2017-03-19
17-00421	D8	2017-03-30
17-00427	D8	2017-03-30
17-00448	B3	2017-04-06
17-00449	D8	2017-04-03
17-00466	B3	2017-04-08
17-00468	D8	2017-04-12
17-00471	D8	2017-04-04
17-00475	B3	2017-04-11
17-00477	D8	2017-04-12
17-00481	B3	2017-04-11
17-00487	B3	2017-04-07
17-00489	B3	2017-04-12
17-00490	B3	2017-03-22
17-00496	B3	2017-05-23
17-00497	B3	2017-04-24
17-00502	D8	2017-04-21
17-00507	D8	2017-04-24
17-00508	B3	2017-04-21
17-00512	B3	2017-04-25
17-00513	B3	2017-04-27
17-00515	B3	2017-04-26
17-00522	B3	2017-04-27
17-00523	B3	2017-04-27
17-00538	B3	2017-05-03
17-00544	B3	2017-05-04
17-00546	B3	2017-05-03
17-00547	B3	2017-05-03
17-00554	B3	2017-04-25
17-00555	B3	2017-05-05
17-00578	B3	2017-05-04
17-00581	D8	2017-05-08
17-00585	B3	2017-05-08
17-00602	B3	2017-05-05
17-00612	B3	2017-05-12
17-00616	D8	2017-05-11
17-00618	B3	2017-05-11
17-00626	B3	2017-05-08
17-00631	B3	2017-05-11
17-00632	B3	2017-05-10
17-00650	B3	2017-05-17
17-00655	B3	2017-05-15
17-00658	B3	2017-05-19
17-00659	B3	2017-04-20
17-00662	B3	2017-05-22
17-00665	B3	2017-05-23
17-00671	B3	2017-05-23
17-00675	B3	2017-05-23
17-00686	B3	2017-05-26
17-00688	B3	2017-05-29
17-00690	B3	2017-05-29
17-00698	B3	2017-05-29
17-00700	B3	2017-05-29
17-00710	B3	2017-05-31
17-00716	B3	2017-05-31
17-00717	B3	2017-05-31
17-00719	B3	2017-05-29
17-00720	B3	2017-05-31
17-00727	B3	2017-06-02
17-00730	B3	2017-05-30
17-00733	B3	2017-06-01
17-00737	B3	2017-05-31
17-00742	B3	2017-06-07
17-00749	D8	2017-06-05
17-00770	B3	2017-06-07
17-00812	B3	2017-06-13
17-00825	D8	2017-03-25
17-00830	B3	2017-06-19
17-00841	B3	2017-06-07
17-00895	D8	2017-07-10
17-00902	B3	2017-07-11
17-00909	B3	2017-07-13
17-00912	B3	2017-07-17
17-00913	B3	2017-07-19
17-00922	B3	2017-07-24
17-00928	B3	2017-07-27
17-00929	B3	2017-07-27
17-00931	B3	2017-07-27
17-00933	B3	2017-07-29
17-00934	B3	2017-07-28
17-00937	B3	2017-07-31
17-00938	B3	2017-07-28
17-00942	B3	2017-08-03
17-00944	B3	2017-08-02
17-00951	B3	2017-08-03
17-00960	B3	2017-08-04
17-00961	B3	2017-08-07
17-00962	B3	2017-08-09
17-00963	B3	2017-08-09
17-00965	B3	2017-07-31
17-00966	B3	2017-07-31
17-00967	B3	2017-08-04
17-00969	B3	2017-08-08
17-00981	B3	2017-08-10
17-00983	D8	2017-08-14
17-00986	B3	2017-08-16
17-00987	B3	2017-08-16
17-00988	B3	2017-08-14
17-00992	B3	2017-08-18
17-00995	D8	2017-08-10
17-00999	B3	2017-08-09
17-01000	B3	2017-08-11
17-01006	D8	2017-08-24
17-01021	B3	2017-08-28
17-01023	D8	2017-08-31
17-01024	B3	2017-08-31
17-01027	D8	2017-09-04
17-01029	D8	2017-09-04
17-01031	B3	2017-09-01
17-01032	B3	2017-09-05
17-01038	B3	2017-09-06
17-01041	B3	2017-09-06
17-01054	D8	2017-09-08
17-01071	D8	2017-09-26
17-01079	B3	2017-09-28
17-01148	D8	2017-10-26
17-01216	B3	2017-11-20
17-01217	B3	2017-11-20
17-01221	D8	2017-11-22
17-01263	D8	2017-12-01
17-01267	B3	2017-12-06
17-01272	B3	2017-11-29
17-01273	B3	2017-11-29
17-01277	B3	2017-12-13
17-01302	B3	2017-12-27
18-00001	B3	2017-12-28
18-00003	B3	2017-12-29
18-00004	B3	2017-12-27
18-00005	B3	2018-01-02
18-00013	D8	2018-01-03
18-00015	B3	2018-01-03
18-00030	B3	2018-01-10
18-00031	B3	2018-01-10
18-00038	B3	2018-01-16
18-00040	B3	2018-01-10
18-00047	D8	2018-01-19
18-00063	B3	2018-01-25
18-00068	D8	2018-01-19
18-00069	D8	2018-01-19
18-00086	D8	2018-02-01
18-00088	D8	2018-02-01
18-00090	B3	2018-01-31
18-00093	B3	2018-02-05
18-00097	B3	2018-02-07
18-00117	B3	2018-02-16
18-00118	B3	2018-02-15
18-00119	B3	2018-02-12
18-00124	B3	2018-02-22
18-00143	B3	2018-03-02
18-00147	B3	2018-03-08
18-00149	B3	2018-03-06
18-00151	B3	2018-03-08
18-00152	B3	2018-03-08
18-00156	B3	2018-03-09
18-00159	B3	2018-03-09
18-00166	B3	2018-03-07
18-00168	B3	2018-03-08
18-00170	B3	2018-03-15
18-00173	B3	2018-03-17
18-00177	D8	2018-03-20
18-00181	D8	2018-03-22
18-00183	B3	2018-03-22
18-00186	D8	2018-03-22
18-00187	D8	2018-03-20
18-00201	B3	2018-03-27
18-00211	D8	2018-03-30
18-00212	D8	2018-03-30
18-00213	D8	2018-03-30
18-00214	D8	2018-03-30
18-00217	D8	2018-03-28
18-00218	D8	2018-04-04
18-00219	D8	2018-04-04
18-00220	D8	2018-04-04
18-00221	B3	2018-04-05
18-00222	D8	2018-04-03
18-00223	B3	2018-04-04
18-00226	B3	2018-03-28
18-00230	B3	2018-04-04
18-00231	D8	2018-04-03
18-00233	D8	2018-04-09
18-00235	B3	2018-04-09
18-00236	B3	2018-04-09
18-00237	D8	2018-04-08
18-00252	D8	2018-04-09
18-00255	B3	2018-04-12
18-00259	B3	2018-04-12
18-00260	D8	2018-04-15
18-00263	D8	2018-04-16
18-00264	D8	2018-04-13
18-00265	B3	2018-04-16
18-00266	B3	2018-04-16
18-00268	D8	2018-04-16
18-00269	D8	2018-04-16
18-00278	D8	2018-04-19
18-00284	D8	2018-04-17
18-00286	B3	2018-04-22
18-00287	B3	2018-04-17
18-00288	B3	2018-04-20
18-00292	B3	2018-04-22
18-00296	B3	2018-04-23
18-00297	D8	2018-04-20
18-00298	B3	2018-04-25
18-00299	D8	2018-04-25
18-00312	B3	2018-04-25
18-00313	D8	2018-04-19
18-00314	B3	2018-04-20
18-00330	D8	2018-04-26
18-00332	D8	2018-04-25
18-00343	D8	2018-04-26
18-00344	B3	2018-04-26
18-00347	D8	2018-04-26
18-00348	D8	2018-04-26
18-00349	B3	2018-04-30
18-00352	D8	2018-04-03
18-00369	D8	2018-05-04
18-00371	D8	2018-05-03
18-00372	B3	2018-05-04
18-00373	B3	2018-05-04
18-00376	D8	2018-05-03
18-00377	D8	2018-05-04
18-00378	B3	2018-05-07
18-00379	B3	2018-05-07
18-00384	D8	2018-05-09
18-00388	D8	2018-05-08
18-00390	D8	2018-05-08
18-00395	B3	2018-05-08
18-00396	B3	2018-05-11
